features,location,price
 210 m²  210 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 200.000
 267 m²  267 m²  3 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 220.000
 350 m²  350 m²  3 hab.  4 baños  5 estac. ,"Norte de Quito, Quito",USD 250.000
 640 m²  180 m²  4 hab.  2 baños  4 estac. ,"Los Chillos, Quito",USD 179.000
 149 m²  149 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 98.800
 2200 m²  1600 m²  6 baños  10 estac. ,"Cumbayá, Quito",USD 1.350.000
 170 m²  135 m²  2 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 99.000
 280 m²  280 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 250.000
 648 m²  430 m²  6 baños  2 estac. ,"Los Chillos, Quito",USD 235.000
 300 m²  300 m²  4 hab.  4 baños  2 estac. ,"Conocoto, Quito",USD 260.000
 442 m²  235 m²  3 hab.  3 baños  5 estac. ,"Tumbaco, Quito",USD 290.000
 310 m²  240 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 279.990
 397 m²  397 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 450.000
 346 m²  346 m²  9 hab.  4 baños  3 estac. ,"Sur de Quito, Quito",USD 129.900
 270 m²  220 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 227.500
 442 m²  225 m²  3 hab.  2 baños  4 estac. ,"Quitumbe, Quito",USD 120.000
 151 m²  148 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 135.000
 120 m²  120 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 124.900
 2000 m²  240 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 620.000
 180 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 105.000
 1321 m²  587 m²  3 hab.  5 baños  2 estac. ,"Nayón - Tanda, Quito",USD 310.000
 536 m²  531 m²  14 hab.  11 baños  7 estac. ,"El Inca, Quito",USD 530.000
 430 m²  230 m²  4 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 240.000
 275 m²  275 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 227.500
 210 m²  165 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 153.000
 246 m²  246 m²  3 hab.  2 baños  1 estac. ,"Centro de Quito, Quito",USD 95.000
 282 m²  225 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 285.000
 170 m²  140 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 89.000
 1100 m²  750 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.500.000
 1900 m²  900 m²  4 hab.  6 baños  6 estac. ,"Monteserrín, Quito",USD 1.750.000
 414 m²  414 m²  3 hab.  2 baños  2 estac. ,"El Inca, Quito",USD 197.000
 560 m²  370 m²  4 hab.  4 baños  4 estac. ,"Norte de Quito, Quito",USD 258.999
 1640 m²  1200 m²  6 hab.  6 baños  6 estac. ,"Monteserrín, Quito",USD 2.500.000
 318 m²  318 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 405.000
 196 m²  166 m²  4 hab.  3 baños  2 estac. ,"Sangolqui, Quito",USD 134.000
 200 m²  200 m²  3 hab. ,"Cumbayá, Quito",USD 220.000
 628 m²  628 m²  14 hab.  7 baños  2 estac. ,"San Bartolo, Quito",USD 289.000
 440 m²  360 m²  9 hab.  4 estac. ,"Sur de Quito, Quito",USD 130.000
 600 m²  512 m²  2 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 600.000
 244 m²  105 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 84.000
 150 m²  150 m²  4 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 128.000
 136 m²  136 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 102.000
 180 m²  180 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 226.920
 214 m²  214 m²  4 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 132.000
 172 m²  160 m²  3 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 178.000
 400 m²  400 m²  8 hab.  5 baños  5 estac. ,"Centro Norte, Quito",USD 295.000
 900 m²  460 m²  5 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 495.000
 825 m²  455 m²  3 hab.  3 baños  5 estac. ,"San Rafael, Quito",USD 389.900
 414 m²  279 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 364.990
 569 m²  271 m²  3 baños  4 estac. ,"El Inca, Quito",USD 250.000
 180 m²  150 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 130.000
 365 m²  365 m²  16 hab.  7 baños ,"Calderón, Quito",USD 290.000
 160 m²  148 m²  4 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 103.000
 447 m²  110 m²  2 hab.  1 baño  1 estac. ,"Los Chillos, Quito",USD 100.000
 1000 m²  750 m²  4 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 1.500.000
 1077 m²  580 m²  4 hab.  5 baños  4 estac. ,"Tumbaco, Quito",USD 698.000
 155 m²  155 m²  4 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 115.000
 184 m²  184 m²  2 baños  2 estac. ,"Cumbayá, Quito",USD 205.000
 235 m²  235 m²  3 hab.  5 baños  5 estac. ,"Tumbaco, Quito",USD 290.000
 900 m²  380 m²  3 hab.  2 baños  3 estac. ,"Mitad del Mundo, Quito",USD 320.000
 120 m²  120 m²  3 hab.  2 baños  2 estac. ,"El Inca, Quito",USD 83.000
 205 m²  147 m²  3 hab.  3 baños  2 estac. ,"Mitad del Mundo, Quito",USD 110.000
 160 m²  144 m²  2 baños  2 estac. ,"Checa, Quito",USD 285.000
 425 m²  390 m²  5 hab.  5 baños  3 estac. ,"Centro Norte, Quito",USD 430.000
 290 m²  244 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 245.000
 1400 m²  1400 m²  7 hab.  6 baños  7 estac. ,"Los Chillos, Quito",USD 580.000
 1600 m²  1200 m²  15 hab.  10 baños  20 estac. ,"La Concepción, Quito",USD 1.850.000
 429 m²  429 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 600.000
 1520 m²  430 m²  4 hab.  4 baños  6 estac. ,"Tumbaco, Quito",USD 550.000
 95 m²  82 m²  3 hab.  2 baños  1 estac. ,"Carapungo, Quito",USD 62.000
 179 m²  179 m²  4 hab.  2 baños  2 estac. ,"Quitumbe, Quito",USD 95.000
 650 m²  500 m²  7 hab.  5 baños  3 estac. ,"El Condado, Quito",USD 480.000
 160 m²  140 m²  3 hab.  2 baños  1 estac. ,"El Inca, Quito",USD 125.000
 193 m²  188 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 250.000
 170 m²  120 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 104.900
 345 m²  345 m²  10 hab.  5 baños  3 estac. ,"Sur de Quito, Quito",USD 160.000
 214 m²  166 m²  5 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 171.800
 2182 m²  400 m²  5 hab.  5 baños  4 estac. ,"Tumbaco, Quito",USD 400.000
 250 m²  250 m²  3 hab.  3 baños  2 estac. ,"Miravalle, Quito",USD 244.990
 800 m²  500 m²  4 hab.  5 baños  3 estac. ,"Tumbaco, Quito",USD 390.000
 291 m²  291 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 220.000
 526 m²  351 m²  4 hab.  5 baños  3 estac. ,"La Armenia, Quito",USD 275.000
 460 m²  275 m²  4 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 198.000
 1000 m²  760 m²  6 hab.  6 baños  4 estac. ,"Cumbayá, Quito",USD 1.299.500
 170 m²  150 m²  3 hab.  2 baños  2 estac. ,"Nayón - Tanda, Quito",USD 175.000
 950 m²  840 m²  5 hab.  3 baños  8 estac. ,"Centro de Quito, Quito",USD 2.300.000
 1780 m²  780 m²  6 hab.  6 baños  3 estac. ,"Nayón - Tanda, Quito",USD 1.200.000
 523 m²  313 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 128 m²  128 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 89.000
 712 m²  587 m²  12 hab.  8 baños  6 estac. ,"Centro Norte, Quito",USD 418.000
 330 m²  185 m²  3 hab.  2 baños  3 estac. ,"Cumbayá, Quito",USD 228.000
 1279 m²  340 m²  3 hab.  3 baños  4 estac. ,"Monteserrín, Quito",USD 640.000
 400 m²  400 m²  4 hab.  4 baños  6 estac. ,"Monteserrín, Quito",USD 385.000
 449 m²  440 m²  8 hab.  4 baños  5 estac. ,"Granda Centeno, Quito",USD 230.000
 111 m²  95 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 115.000
 300 m²  300 m²  3 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 170.000
 1100 m²  280 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 185.000
 230 m²  132 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 119.000
 1200 m²  370 m²  4 baños  5 estac. ,"La Armenia, Quito",USD 370.000
 400 m²  278 m²  4 hab.  4 baños ,"Cumbayá, Quito",USD 325.000
 2058 m²  1060 m²  6 hab.  5 baños  7 estac. ,"Tumbaco, Quito",USD 1.500.000
 133 m²  75 m²  3 hab.  1 baño  1 estac. ,"Carapungo, Quito",USD 56.000
 100 m²  100 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 71.000
 797 m²  450 m²  4 hab.  4 baños  5 estac. ,"Los Chillos, Quito",USD 299.000
 312 m²  312 m²  3 hab.  3 baños  3 estac. ,"Amagasí, Quito",USD 238.000
 150 m²  150 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 160.000
 380 m²  287 m²  2 baños  3 estac. ,"Norte de Quito, Quito",USD 230.000
 144 m²  94 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 85.000
 367 m²  367 m²  4 hab.  4 baños  4 estac. ,"Norte de Quito, Quito",USD 440.000
 115 m²  115 m²  3 hab.  2 baños  1 estac. ,"San Rafael, Quito",USD 97.000
 946 m²  373 m²  3 hab.  4 baños  6 estac. ,"Guayllabamba, Quito",USD 160.000
 246 m²  175 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 125.000
 350 m²  260 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 234.990
 146 m²  140 m²  3 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 120.000
 155 m²  155 m²  4 hab.  3 baños  1 estac. ,"El Condado, Quito",USD 150.000
 837 m²  280 m²  5 hab.  3 baños ,"Cumbayá, Quito",USD 345.000
 149 m²  124 m²  3 hab.  2 baños  1 estac. ,"San Carlos, Quito",USD 105.000
 326 m²  300 m²  3 baños  4 estac. ,"Amagasí, Quito",USD 265.000
 436 m²  362 m²  8 hab.  6 baños  4 estac. ,"Norte de Quito, Quito",USD 185.000
 625 m²  625 m²  13 hab.  5 baños  1 estac. ,"Sur de Quito, Quito",USD 290.000
 600 m²  200 m²  4 hab.  4 baños  4 estac. ,"Los Chillos, Quito",USD 140.000
 383 m²  305 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 260 m²  260 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 240.000
 1400 m²  600 m²  4 hab.  4 baños  6 estac. ,"Los Chillos, Quito",USD 270.000
 150 m²  100 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 69.900
 256 m²  176 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 200.000
 300 m²  270 m²  5 baños  2 estac. ,"Norte de Quito, Quito",USD 130.000
 104 m²  104 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 100.000
 370 m²  308 m²  10 hab.  7 baños  5 estac. ,"Sur de Quito, Quito",USD 164.000
 88 m²  88 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 60.000
 1500 m²  1100 m²  20 hab.  6 baños ,"Centro de Quito, Quito",USD 980.000
 150 m²  130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 129.000
 253 m²  5 hab.  5 baños  2 estac. ,"Norte de Quito, Quito",USD 160.000
 162 m²  14 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 255.000
 134 m²  100 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 74.900
 608 m²  608 m²  7 hab.  6 baños  7 estac. ,"Cumbayá, Quito",USD 750.000
 1000 m²  750 m²  4 baños  6 estac. ,"Cumbayá, Quito",USD 1.200.000
 888 m²  428 m²  4 hab.  3 baños  1 estac. ,"Cumbayá, Quito",USD 248.000
 132 m²  93 m²  3 hab.  3 baños  2 estac. ,"Calderón, Quito",USD 87.000
 141 m²  114 m²  3 hab.  3 baños  1 estac. ,"Carcelén, Quito",USD 78.000
 362 m²  240 m²  6 hab.  2 baños  5 estac. ,"Sangolqui, Quito",USD 190.000
 505 m²  505 m²  3 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 292.000
 325 m²  325 m²  4 hab.  3 baños  2 estac. ,"Centro Norte, Quito",USD 280.000
 2685 m²  1830 m²  5 hab.  6 baños  20 estac. ,"Monteserrín, Quito",USD 1.800.000
 120 m²  120 m²  4 hab.  3 baños  2 estac. ,"El Pinar, Quito",USD 130.000
 1500 m²  389 m²  3 hab.  1 baño  4 estac. ,"La Armenia, Quito",USD 240.000
 178 m²  140 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 99.990
 350 m²  330 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 370.000
 231 m²  193 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 155.000
 390 m²  209 m²  3 hab.  2 baños  5 estac. ,"Centro Norte, Quito",USD 350.000
 249 m²  172 m²  3 hab.  2 baños  2 estac. ,"Carcelén, Quito",USD 139.999
 756 m²  756 m²  4 baños  2 estac. ,"Centro Norte, Quito",USD 370.000
 198 m²  115 m²  3 hab.  1 baño  2 estac. ,"Mitad del Mundo, Quito",USD 60.000
 426 m²  426 m²  5 hab.  4 baños  4 estac. ,"Conocoto, Quito",USD 210.000
 688 m²  326 m²  3 hab.  2 baños  3 estac. ,"Conocoto, Quito",USD 175.000
 1100 m²  250 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 249.000
 720 m²  320 m²  5 hab.  4 baños  4 estac. ,"El Batán, Quito",USD 450.000
 200 m²  150 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 119.000
 125 m²  125 m²  2 baños  2 estac. ,"Las Casas, Quito",USD 110.000
 180 m²  180 m²  8 hab.  3 baños  3 estac. ,"Carapungo, Quito",USD 75.000
 1961 m²  1067 m²  16 hab.  8 baños  7 estac. ,"Norte de Quito, Quito",USD 195.500
 532 m²  242 m²  4 hab.  3 baños  4 estac. ,"Los Chillos, Quito",USD 285.000
 224 m²  224 m²  8 hab.  4 baños ,"Sur de Quito, Quito",USD 47.000
 270 m²  150 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 160.000
 128 m²  135 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 99.900
 70 m²  145 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 160.000
 500 m²  480 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 595.000
 212 m²  212 m²  5 hab.  3 baños  1 estac. ,"El Condado, Quito",USD 92.000
 660 m²  510 m²  7 baños  8 estac. ,"González Suárez, Quito",USD 350.000
 220 m²  220 m²  3 hab.  3 baños  2 estac. ,"San Rafael, Quito",USD 144.500
 612 m²  340 m²  3 hab.  3 baños  3 estac. ,"Ponceano, Quito",USD 235.000
 360 m²  140 m²  3 baños  2 estac. ,"Centro Norte, Quito",USD 68.000
 400 m²  330 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 550.000
 154 m²  154 m²  4 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 60.000
 134 m²  134 m²  5 hab.  2 baños  4 estac. ,"Sur de Quito, Quito",USD 80.000
 1311 m²  845 m²  6 hab.  5 baños  5 estac. ,"Pomasqui, Quito",USD 380.000
 186 m²  136 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 129.750
 223 m²  223 m²  4 baños ,"Los Chillos, Quito",USD 179.900
 250 m²  350 m²  6 hab.  6 baños  3 estac. ,"Granda Centeno, Quito",USD 240.000
 100 m²  100 m²  2 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 49.000
 293 m²  250 m²  4 hab.  3 baños  3 estac. ,"Centro Norte, Quito",USD 232.000
 960 m²  330 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 460.000
 578 m²  303 m²  3 hab.  3 baños  4 estac. ,"Mitad del Mundo, Quito",USD 218.000
 257 m²  221 m²  3 hab.  4 baños  3 estac. ,"Carcelén, Quito",USD 219.000
 600 m²  300 m²  3 hab.  2 baños  3 estac. ,"San Rafael, Quito",USD 250.000
 250 m²  220 m²  3 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 128.000
 3000 m²  600 m²  3 baños  2 estac. ,"Tumbaco, Quito",USD 720.000
 568 m²  568 m²  11 hab.  7 baños  3 estac. ,"Ponceano, Quito",USD 350.000
 185 m²  140 m²  3 hab.  1 baño  1 estac. ,"Norte de Quito, Quito",USD 109.000
 363 m²  525 m²  12 hab.  7 baños  5 estac. ,"Norte de Quito, Quito",USD 229.000
 882 m²  368 m²  4 hab.  6 baños  4 estac. ,"Norte de Quito, Quito",USD 280.000
 600 m²  420 m²  4 hab.  4 baños  4 estac. ,"Conocoto, Quito",USD 245.000
 164 m²  120 m²  5 hab.  5 baños  5 estac. ,"Sur de Quito, Quito",USD 69.000
 804 m²  804 m²  7 hab.  7 baños  4 estac. ,"Centro Norte, Quito",USD 670.000
 137 m²  137 m²  4 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 140.000
 590 m²  335 m²  4 hab.  4 baños  3 estac. ,"Monteserrín, Quito",USD 499.900
 60 m²  60 m²  2 hab.  1 baño  1 estac. ,"Conocoto, Quito",USD 45.000
 243 m²  243 m²  7 hab.  6 baños  2 estac. ,"Monjas, Quito",USD 145.000
 134 m²  134 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 120.000
 713 m²  289 m²  3 hab.  4 baños  2 estac. ,"Los Chillos, Quito",USD 239.000
 450 m²  450 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 650.000
 720 m²  220 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 380 m²  380 m²  4 hab.  2 baños  3 estac. ,"Norte de Quito, Quito",USD 198.000
 110 m²  96 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 69.000
 3046 m²  990 m²  5 hab.  5 baños  4 estac. ,"Tumbaco, Quito",USD 1.600.000
 125 m²  75 m²  3 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 35.000
 997 m²  800 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 2.500.000
 535 m²  257 m²  9 hab.  3 baños  15 estac. ,"Sur de Quito, Quito",USD 129.500
 182 m²  126 m²  2 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 75.000
 168 m²  130 m²  3 hab.  1 baño  1 estac. ,"Ponceano, Quito",USD 78.000
 190 m²  175 m²  3 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 164.500
 575 m²  490 m²  4 hab.  5 baños  3 estac. ,"Cumbayá, Quito",USD 470.000
 270 m²  230 m²  6 hab.  4 baños  2 estac. ,"Sur de Quito, Quito",USD 120.000
 1000 m²  440 m²  9 hab.  4 baños  6 estac. ,"La Armenia, Quito",USD 295.000
 300 m²  276 m²  3 baños  2 estac. ,"Las Casas, Quito",USD 156.000
 118 m²  118 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 115.000
 136 m²  136 m²  4 hab.  3 baños  1 estac. ,"San Rafael, Quito",USD 114.000
 525 m²  525 m²  7 hab.  6 baños  3 estac. ,"Norte de Quito, Quito",USD 375.000
 140 m²  130 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 104.000
 153 m²  108 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 69.500
 174 m²  72 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 46.000
 1350 m²  300 m²  3 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 340.000
 119 m²  113 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 66.000
 170 m²  140 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 190.000
 300 m²  300 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 280.000
 132 m²  120 m²  3 hab.  2 baños  2 estac. ,"Yaruqui, Quito",USD 103.000
 173 m²  173 m²  1 hab.  5 baños  1 estac. ,"Guayllabamba, Quito",USD 298.000
 208 m²  132 m²  4 hab.  3 baños  1 estac. ,"El Pinar, Quito",USD 118.000
 240 m²  127 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 98.000
 140 m²  140 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 150.000
 1000 m²  500 m²  4 hab.  3 baños  6 estac. ,"Cumbayá, Quito",USD 850.000
 218 m²  170 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 189.000
 350 m²  300 m²  3 hab.  2 baños  2 estac. ,"Miravalle, Quito",USD 330.000
 548 m²  528 m²  4 hab.  4 baños  4 estac. ,"Monteserrín, Quito",USD 780.000
 165 m²  150 m²  3 hab.  2 baños  1 estac. ,"San Isidro - Vista Grande, Quito",USD 119.000
 120 m²  120 m²  3 hab.  1 baño  1 estac. ,"Norte de Quito, Quito",USD 49.500
 317 m²  200 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 96.000
 115 m²  94 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 79.000
 623 m²  518 m²  8 hab.  8 baños  6 estac. ,"Las Casas, Quito",USD 395.000
 276 m²  276 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 240.000
 121 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 111.000
 167 m²  166 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 94.800
 265 m²  255 m²  5 hab.  2 baños ,"Sur de Quito, Quito",USD 100.000
 165 m²  135 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 183.000
 246 m²  246 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 295.000
 378 m²  340 m²  4 hab.  4 baños  3 estac. ,"Norte de Quito, Quito",USD 269.000
 111 m²  111 m²  4 hab.  3 baños  2 estac. ,"Ponceano, Quito",USD 99.900
 440 m²  440 m²  11 hab.  6 baños  1 estac. ,"Quitumbe, Quito",USD 169.000
 890 m²  470 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 580.000
 432 m²  380 m²  4 baños  3 estac. ,"Pomasqui, Quito",USD 140.000
 140 m²  140 m²  3 hab.  3 baños  2 estac. ,"Yaruqui, Quito",USD 115.000
 468 m²  468 m²  4 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 580.000
 190 m²  140 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 87.900
 317 m²  215 m²  5 hab.  4 baños  2 estac. ,"Sangolqui, Quito",USD 115.000
 1940 m²  750 m²  4 hab.  4 baños  10 estac. ,"Los Chillos, Quito",USD 430.000
 1010 m²  878 m²  7 hab.  7 baños ,"Los Chillos, Quito",USD 450.000
 1200 m²  460 m²  5 hab.  5 baños  4 estac. ,"Los Chillos, Quito",USD 319.000
 480 m²  280 m²  3 hab.  3 baños  2 estac. ,"Quito Tenis, Quito",USD 240.000
 892 m²  544 m²  4 hab.  4 baños  2 estac. ,"Conocoto, Quito",USD 320.000
 172 m²  130 m²  5 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 95.000
 230 m²  230 m²  4 hab.  4 baños  3 estac. ,"Carcelén, Quito",USD 250.000
 300 m²  300 m²  5 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 215.000
 125 m²  125 m²  4 hab.  2 baños  1 estac. ,"El Inca, Quito",USD 95.000
 180 m²  150 m²  2 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 138.000
 266 m²  266 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 290.000
 290 m²  290 m²  3 hab.  2 estac. ,"Los Chillos, Quito",USD 280.000
 90 m²  90 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 85.000
 110 m²  96 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 56.900
 615 m²  415 m²  10 hab.  1 baño  1 estac. ,"Monjas, Quito",USD 85.000
 445 m²  441 m²  6 hab.  4 baños  3 estac. ,"El Bosque , Quito",USD 339.000
 230 m²  230 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 290.000
 234 m²  184 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 225.000
 150 m²  150 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 80.000
 120 m²  120 m²  4 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 80.000
 154 m²  130 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 85.000
 400 m²  390 m²  6 hab.  4 baños  4 estac. ,"Sur de Quito, Quito",USD 250.000
 256 m²  185 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 239.000
 150 m²  150 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 158.000
 453 m²  453 m²  4 hab.  5 baños  2 estac. ,"Ponceano, Quito",USD 380.000
 320 m²  250 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 169.000
 235 m²  235 m²  3 hab.  2 baños  6 estac. ,"Ponceano, Quito",USD 225.000
 500 m²  350 m²  5 hab.  5 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 259 m²  259 m²  4 hab.  4 baños  2 estac. ,"El Bosque , Quito",USD 230.000
 348 m²  300 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 375.000
 294 m²  247 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 230.000
 600 m²  600 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 790.000
 308 m²  140 m²  4 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 120.000
 271 m²  271 m²  4 hab.  3 baños  1 estac. ,"Sur de Quito, Quito",USD 95.000
 533 m²  392 m²  4 hab.  4 baños  4 estac. ,"Norte de Quito, Quito",USD 360.000
 265 m²  265 m²  6 hab.  4 baños  2 estac. ,"Sur de Quito, Quito",USD 95.000
 220 m²  215 m²  3 hab.  2 baños  3 estac. ,"Calderón, Quito",USD 100.000
 1600 m²  300 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 340.000
 191 m²  142 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 105.000
 346 m²  340 m²  4 hab.  4 baños  3 estac. ,"El Bosque , Quito",USD 330.000
