features,location,price
 220 m²  220 m²  3 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 83.000
 100 m²  100 m²  3 hab.  1 baño  1 estac. ,"Carcelén, Quito",USD 55.000
 286 m²  286 m²  3 hab.  3 baños  2 estac. ,"Lumbisí, Quito",USD 350.000
 542 m²  542 m²  7 hab.  4 baños ,"Sur de Quito, Quito",USD 320.000
 1027 m²  584 m²  6 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 800.000
 365 m²  365 m²  4 baños  4 estac. ,"Quitumbe, Quito",USD 268.000
 613 m²  359 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 380.000
 136 m²  136 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 75.000
 185 m²  124 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 160.000
 170 m²  96 m²  2 hab.  2 baños  1 estac. ,"Cumbayá, Quito",USD 155.000
 248 m²  248 m²  11 hab.  5 baños ,"Sur de Quito, Quito",USD 68.900
 650 m²  298 m²  4 hab.  4 baños ,"Cumbayá, Quito",USD 580.000
 3570 m²  1050 m²  3 hab.  4 baños  6 estac. ,"Monteserrín, Quito",USD 1.650.000
 110 m²  110 m²  1 hab.  1 baño ,"Norte de Quito, Quito",USD 95.000
 190 m²  190 m²  3 hab.  3 baños ,"La Armenia, Quito",USD 170.000
 76 m²  76 m²  3 hab.  1 baño  1 estac. ,"Sangolqui, Quito",USD 69.900
 155 m²  124 m²  4 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 76.000
 216 m²  3 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 149.000
 140 m²  110 m²  3 hab.  2 baños ,"Norte de Quito, Quito",USD 83.500
 1732 m²  550 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 480.000
 148 m²  148 m²  3 hab.  1 baño  2 estac. ,"Quito, Pichincha",USD 85.800
 367 m²  221 m²  2 hab.  2 baños ,"Cumbayá, Quito",USD 199.000
 295 m²  236 m²  4 hab.  3 baños  3 estac. ,"Centro Norte, Quito",USD 180.000
 630 m²  185 m²  4 hab.  2 baños  9 estac. ,"Centro Norte, Quito",USD 99.995
 241 m²  240 m²  5 hab.  3 baños  2 estac. ,"Ponceano, Quito",USD 130.000
 232 m²  232 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 175.000
 245 m²  150 m²  3 hab.  2 baños  4 estac. ,"Puembo, Quito",USD 159.000
 750 m²  695 m²  6 hab.  6 baños  4 estac. ,"Centro Norte, Quito",USD 339.000
 202 m²  155 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 135.000
 2500 m²  400 m²  3 hab.  5 baños ,"Conocoto, Quito",USD 600.000
 136 m²  114 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 86.500
 100 m²  100 m²  3 hab.  2 baños  2 estac. ,"Quito, Pichincha",USD 96.000
 1555 m²  655 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 500.000
 323 m²  323 m²  3 hab.  2 baños  2 estac. ,"Bellavista, Quito",USD 359.000
 192 m²  192 m²  3 hab.  2 baños  2 estac. ,"Carcelén, Quito",USD 130.000
 445 m²  300 m²  4 hab.  3 baños  3 estac. ,"Amagasí, Quito",USD 367.000
 160 m²  100 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 73.700
 146 m²  146 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 128.000
 174 m²  174 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 93.000
 260 m²  200 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 260.000
 194 m²  126 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 175.000
 164 m²  164 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 105.000
 350 m²  350 m²  3 hab.  3 baños  2 estac. ,"Centro Norte, Quito",USD 360.000
 171 m²  130 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 80.000
 214 m²  107 m²  2 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 69.900
 138 m²  138 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 140.000
 561 m²  302 m²  4 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 345.000
 1000 m²  600 m²  4 hab.  4 baños  5 estac. ,"Cumbayá, Quito",USD 1.300.000
 980 m²  400 m²  3 hab.  3 baños  9 estac. ,"Nayón - Tanda, Quito",USD 460.000
 329 m²  188 m²  3 baños  2 estac. ,"San Rafael, Quito",USD 148.000
 480 m²  480 m²  3 hab.  3 baños  7 estac. ,"Cumbayá, Quito",USD 595.000
 559 m²  559 m²  9 hab.  6 baños ,"Norte de Quito, Quito",USD 385.000
 220 m²  172 m²  3 hab.  4 baños ,"Norte de Quito, Quito",USD 220.000
 200 m²  200 m²  6 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 85.000
 173 m²  122 m²  3 hab.  2 baños  3 estac. ,"Centro Norte, Quito",USD 135.000
 386 m²  258 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 250.000
 590 m²  300 m²  4 hab.  2 baños ,"Centro Norte, Quito",USD 300.000
 1130 m²  353 m²  5 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 499.000
 230 m²  165 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 153.000
 1100 m²  1100 m²  4 hab.  5 baños  8 estac. ,"Miravalle, Quito",USD 2.200.000
 643 m²  575 m² ,"Nayón - Tanda, Quito",USD 370.000
 188 m²  188 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 183.487
 196 m²  196 m²  2 hab.  3 baños  2 estac. ,"San Rafael, Quito",USD 192.856
 138 m²  138 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 105.000
 260 m²  260 m²  6 hab.  4 baños  1 estac. ,"Norte de Quito, Quito",USD 115.000
 320 m²  320 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 490.000
 132 m²  132 m²  4 hab.  4 baños ,"Carcelén, Quito",USD 85.000
 139 m²  115 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 63.000
 238 m²  131 m²  3 hab.  2 baños  3 estac. ,"La Armenia, Quito",USD 130.000
 207 m²  154 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 92.000
 173 m²  173 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 175.000
 408 m²  408 m²  7 hab.  5 baños  7 estac. ,"Calderón, Quito",USD 250.000
 220 m²  169 m²  4 hab.  2 baños  2 estac. ,"Nayón - Tanda, Quito",USD 240.000
 340 m²  300 m²  3 hab.  2 baños  3 estac. ,"Amagasí, Quito",USD 310.000
 606 m²  350 m²  5 hab.  3 baños ,"Sangolqui, Quito",USD 215.000
 566 m²  450 m²  4 hab.  5 baños  2 estac. ,"Miravalle, Quito",USD 500.000
 341 m²  341 m²  5 hab.  3 baños  2 estac. ,"Sur de Quito, Quito",USD 131.000
 160 m²  160 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 79.900
 1088 m²  300 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 580.000
 202 m²  149 m²  2 baños  2 estac. ,"Tumbaco, Quito",USD 165.000
 326 m²  326 m²  4 hab.  3 baños ,"Sur de Quito, Quito",USD 180.000
 154 m²  94 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 90.000
 120 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 138.000
 300 m²  300 m²  13 hab.  4 baños ,"Quitumbe, Quito",USD 125.000
 200 m²  164 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 210.000
 576 m²  456 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 450.000
 1036 m²  880 m²  12 baños ,"Los Chillos, Quito",USD 245.000
 6050 m²  1750 m²  5 hab.  5 baños  15 estac. ,"Tumbaco, Quito",USD 3.950.000
 188 m²  187 m²  5 hab.  4 baños ,"Calderón, Quito",USD 108.000
 100 m²  187 m²  3 hab.  3 baños  2 estac. ,"San Rafael, Quito",USD 182.531
 229 m²  216 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 190.000
 408 m²  12 hab.  6 baños  2 estac. ,"Calderón, Quito",USD 160.000
 125 m²  125 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 120.000
 120 m²  120 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 99.000
 147 m²  147 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 95.000
 2228 m²  425 m²  3 hab.  2 baños  8 estac. ,"Conocoto, Quito",USD 450.000
 507 m²  507 m²  5 hab.  4 baños  2 estac. ,"La Armenia, Quito",USD 190.000
 468 m²  383 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 445.000
 322 m²  222 m²  3 hab.  3 baños  3 estac. ,"Monteserrín, Quito",USD 260.000
 878 m²  811 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 765.000
 188 m²  188 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 183.487
 134 m²  129 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 72.000
 265 m²  225 m²  3 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 350.000
 250 m²  160 m²  3 hab.  3 baños  2 estac. ,"Amagasí, Quito",USD 138.500
 184 m²  184 m²  5 hab.  5 baños ,"Sur de Quito, Quito",USD 95.000
 209 m²  176 m²  3 hab.  2 baños ,"Los Chillos, Quito",USD 145.000
 130 m²  130 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 114.000
 220 m²  190 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 120.000
 105 m²  105 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 79.900
 110 m²  110 m²  3 hab.  1 baño  2 estac. ,"Mitad del Mundo, Quito",USD 78.000
 401 m²  401 m²  9 hab.  6 baños  3 estac. ,"Sur de Quito, Quito",USD 140.000
 107 m²  103 m²  3 hab.  1 baño ,"Norte de Quito, Quito",USD 86.000
 500 m²  255 m²  5 hab.  6 baños ,"Los Chillos, Quito",USD 225.000
 126 m²  126 m²  3 hab.  2 baños  1 estac. ,"Sur de Quito, Quito",USD 68.000
 351 m²  351 m²  3 hab.  3 baños ,"Mitad del Mundo, Quito",USD 125.000
 140 m²  132 m²  3 hab.  3 baños ,"Norte de Quito, Quito",USD 90.000
 300 m²  300 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 300.000
 99 m²  99 m²  4 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 139.900
 460 m²  236 m²  4 hab.  4 baños ,"Norte de Quito, Quito",USD 160.000
 200 m²  5 hab.  5 baños  2 estac. ,"Cumbayá, Quito",USD 1.000
 175 m²  160 m²  3 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 155.000
 156 m²  135 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 79.990
 225 m²  150 m²  5 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 89.000
 134 m²  134 m²  4 hab.  3 baños ,"Carcelén, Quito",USD 110.000
 1671 m²  471 m²  5 hab.  4 baños  5 estac. ,"Tumbaco, Quito",USD 400.000
 117 m²  117 m²  3 hab.  1 baño  1 estac. ,"La Armenia, Quito",USD 79.000
 142 m²  252 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 170.000
 728 m²  728 m²  8 hab.  5 baños  4 estac. ,"El Inca, Quito",USD 349.000
 200 m²  200 m²  14 hab.  6 baños  1 estac. ,"Sur de Quito, Quito",USD 200.000
 400 m²  136 m²  3 hab.  2 baños ,"González Suárez, Quito",USD 350.000
 383 m²  222 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 411 m²  300 m²  4 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 220.000
 181 m²  131 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 129.700
 275 m²  275 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 140.000
 1100 m²  570 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 690.000
 230 m²  175 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 208.000
 640 m²  640 m²  8 hab.  8 baños  3 estac. ,"Los Chillos, Quito",USD 270.000
 277 m²  277 m² ,"El Batán, Quito",USD 229.000
 338 m²  160 m²  2 hab.  1 baño  3 estac. ,"Tumbaco, Quito",USD 228.000
 120 m²  120 m²  3 hab.  1 baño  2 estac. ,"San Bartolo, Quito",USD 68.000
 479 m²  301 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 375.000
 60 m²  175 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 175.000
 212 m²  212 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 245.000
 205 m²  205 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 180.000
 276 m²  196 m²  4 hab.  3 baños  3 estac. ,"Norte de Quito, Quito",USD 153.700
 814 m²  514 m²  7 hab.  6 baños  5 estac. ,"Norte de Quito, Quito",USD 269.000
 99 m²  94 m²  3 hab.  2 baños ,"Sur de Quito, Quito",USD 75.000
 269 m²  269 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 195.000
 350 m²  250 m²  3 hab.  2 baños ,"Conocoto, Quito",USD 165.000
 467 m²  467 m²  6 hab.  4 baños  2 estac. ,"La Armenia, Quito",USD 320.000
 126 m²  100 m²  4 hab.  2 baños  1 estac. ,"Carapungo, Quito",USD 56.700
 354 m²  138 m²  3 hab.  3 baños  3 estac. ,"Calderón, Quito",USD 109.000
 900 m²  900 m²  12 hab.  8 baños  12 estac. ,"Calderón, Quito",USD 450.000
 135 m²  123 m²  4 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 75.000
 360 m²  197 m²  3 hab.  3 baños  2 estac. ,"San Rafael, Quito",USD 148.000
 185 m²  157 m²  3 hab.  2 baños  2 estac. ,"San Gabriel, Quito",USD 82.000
 335 m²  250 m²  5 hab.  4 baños  2 estac. ,"Las Casas, Quito",USD 225.000
 2200 m²  1300 m²  5 hab.  5 baños  5 estac. ,"Puembo, Quito",USD 2.900.000
 301 m²  301 m²  3 hab.  3 baños ,"Nayón - Tanda, Quito",USD 385.000
 295 m²  255 m²  3 hab.  3 baños  2 estac. ,"Nayón - Tanda, Quito",USD 315.000
 60 m²  60 m²  3 hab.  1 baño ,"Norte de Quito, Quito",USD 38.300
 1705 m²  10 hab.  9 baños  20 estac. ,"Los Chillos, Quito",USD 1.150.000
 1244 m²  358 m²  4 hab.  4 baños  6 estac. ,"Nayón - Tanda, Quito",USD 497.500
 112 m²  100 m²  4 hab.  3 baños ,"Llano Grande, Quito",USD 56.000
 150 m²  120 m²  3 hab.  2 baños  1 estac. ,"Amagasí, Quito",USD 105.000
 409 m²  318 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 405.000
 4609 m²  576 m²  3 baños  4 estac. ,"Cumbayá, Quito",USD 1.460.000
 185 m²  121 m²  3 hab.  3 baños  1 estac. ,"El Pinar, Quito",USD 89.900
 234 m²  204 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 240.000
 362 m²  362 m²  7 hab.  5 baños  2 estac. ,"Monjas, Quito",USD 165.000
 173 m²  173 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 170.000
 380 m²  380 m²  5 hab.  3 baños  3 estac. ,"Quito Tenis, Quito",USD 340.000
 177 m²  177 m²  4 hab.  3 baños  2 estac. ,"Las Casas, Quito",USD 180.000
 154 m²  154 m²  4 hab.  2 baños  1 estac. ,"Pusuqui, Quito",USD 86.000
 1200 m²  400 m²  5 hab.  4 baños  6 estac. ,"Norte de Quito, Quito",USD 750.000
 693 m²  693 m²  15 hab.  13 baños ,"Sur de Quito, Quito",USD 180.000
 461 m²  311 m²  3 hab.  3 baños  3 estac. ,"Nayón - Tanda, Quito",USD 340.000
 410 m²  256 m²  4 hab.  3 baños  5 estac. ,"Conocoto, Quito",USD 208.000
 200 m²  180 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 187.000
 102 m²  102 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 81.000
 315 m²  260 m²  4 hab.  4 baños ,"Tumbaco, Quito",USD 285.000
 230 m²  185 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 240.000
 449 m²  449 m²  4 hab.  2 baños  3 estac. ,"Norte de Quito, Quito",USD 185.000
 88 m²  88 m²  3 hab.  1 baño  1 estac. ,"Centro Norte, Quito",USD 90.000
 369 m²  369 m²  3 hab.  3 baños  3 estac. ,"Mitad del Mundo, Quito",USD 210.000
 140 m²  108 m²  3 hab.  2 baños ,"Conocoto, Quito",USD 110.000
 464 m²  464 m²  10 hab.  5 baños  4 estac. ,"El Bosque , Quito",USD 340.000
 484 m²  484 m²  7 hab.  8 baños  7 estac. ,"Tumbaco, Quito",USD 130.000
 100 m²  100 m²  3 hab.  2 baños  1 estac. ,"Pomasqui, Quito",USD 69.500
 270 m²  255 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 260 m²  242 m²  8 hab.  6 baños  1 estac. ,"Carcelén, Quito",USD 160.000
 217 m²  172 m²  3 hab.  2 baños  1 estac. ,"El Bosque , Quito",USD 190.000
 435 m²  435 m²  3 hab.  4 baños  10 estac. ,"Carcelén, Quito",USD 450.000
 481 m²  480 m²  5 hab.  5 baños  2 estac. ,"Cumbayá, Quito",USD 325.000
 165 m²  145 m²  4 hab.  2 baños  2 estac. ,"El Inca, Quito",USD 150.000
 318 m²  318 m²  5 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 160.000
 213 m²  240 m²  3 hab.  2 baños  4 estac. ,"Carcelén, Quito",USD 125.000
 150 m²  150 m²  4 hab.  2 baños ,"Norte de Quito, Quito",USD 163.000
 140 m²  110 m²  3 hab.  2 baños ,"Norte de Quito, Quito",USD 79.500
 238 m²  238 m²  4 hab.  2 baños  4 estac. ,"Centro Norte, Quito",USD 174.000
 150 m²  150 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 89.000
 105 m²  105 m²  3 hab.  2 baños ,"Conocoto, Quito",USD 111.950
 280 m²  280 m²  3 baños ,"Nayón - Tanda, Quito",USD 385.000
 663 m²  632 m²  4 hab.  6 baños  6 estac. ,"Los Chillos, Quito",USD 479.369
 135 m²  4 hab.  2 baños  1 estac. ,"Sur de Quito, Quito",USD 89.000
 191 m²  191 m²  4 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 150.000
 391 m²  391 m²  4 hab.  4 baños  3 estac. ,"Conocoto, Quito",USD 239.900
 490 m²  263 m²  5 hab.  3 baños  4 estac. ,"Centro Norte, Quito",USD 249.000
 100 m²  100 m²  3 hab.  3 baños ,"Norte de Quito, Quito",USD 80.000
 84 m²  84 m²  3 hab.  2 baños  1 estac. ,"Llano Grande, Quito",USD 65.000
 409 m²  318 m²  3 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 405.000
 210 m²  194 m²  4 hab.  3 baños  2 estac. ,"Sangolqui, Quito",USD 195.000
 320 m²  320 m²  9 hab.  4 baños ,"Norte de Quito, Quito",USD 169.000
 150 m²  3 hab.  2 baños  1 estac. ,"El Condado, Quito",USD 85.000
 378 m²  378 m²  4 hab.  4 baños  4 estac. ,"Conocoto, Quito",USD 360.000
 170 m²  170 m²  2 hab.  2 baños  3 estac. ,"Tumbaco, Quito",USD 210.000
 1745 m²  330 m²  3 hab.  3 baños  5 estac. ,"Nayón - Tanda, Quito",USD 500.000
 231 m²  231 m²  4 hab.  4 baños  3 estac. ,"Alangasí, Quito",USD 220.000
 280 m²  280 m²  3 hab.  2 baños  3 estac. ,"Norte de Quito, Quito",USD 245.000
 1200 m²  5 baños  4 estac. ,"Quito Tenis, Quito",USD 650.000
 381 m²  381 m²  5 hab.  4 baños  3 estac. ,"San Rafael, Quito",USD 269.000
 220 m²  148 m²  4 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 167.999
 1120 m²  420 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 950.000
 937 m²  536 m²  6 hab.  4 baños  5 estac. ,"Los Chillos, Quito",USD 770.000
 373 m²  270 m²  4 hab.  3 baños  2 estac. ,"Las Casas, Quito",USD 150.000
 277 m²  277 m²  3 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 219.000
 175 m²  175 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 159.000
 262 m²  171 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 144.000
 180 m²  180 m²  4 hab.  4 baños  5 estac. ,"Los Chillos, Quito",USD 175.000
 735 m²  12 hab.  10 baños ,"Quito, Pichincha",USD 370.000
 134 m²  134 m²  3 hab.  2 baños  1 estac. ,"Mitad del Mundo, Quito",USD 115.000
 287 m²  243 m²  4 hab.  3 baños ,"Norte de Quito, Quito",USD 150.000
 585 m²  585 m²  9 hab.  7 baños  10 estac. ,"Ponceano, Quito",USD 290.000
 159 m²  142 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 153.000
 98 m²  98 m²  3 hab.  2 baños ,"Norte de Quito, Quito",USD 69.000
 247 m²  173 m²  4 hab.  2 baños  4 estac. ,"Los Chillos, Quito",USD 125.000
 217 m²  217 m²  4 hab.  4 baños ,"Norte de Quito, Quito",USD 135.000
 135 m²  110 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 58.500
 387 m²  387 m²  3 hab.  4 baños  30 estac. ,"Carapungo, Quito",USD 745.000
 325 m²  325 m²  3 hab.  3 baños  2 estac. ,"Monteserrín, Quito",USD 450.000
 189 m²  189 m²  3 hab.  2 baños  3 estac. ,"Lumbisí, Quito",USD 250.000
 660 m²  630 m²  4 hab.  5 baños  4 estac. ,"Quito Tenis, Quito",USD 900.000
 473 m²  473 m²  12 hab.  4 baños ,"Los Chillos, Quito",USD 115.000
 305 m²  305 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 349.000
 293 m²  293 m²  4 baños  4 estac. ,"Norte de Quito, Quito",USD 350.000
 412 m²  391 m²  7 hab.  5 baños  2 estac. ,"Centro Norte, Quito",USD 185.000
 567 m²  567 m²  3 hab.  3 baños ,"Nayón - Tanda, Quito",USD 559.900
 432 m²  432 m²  4 hab.  6 baños  5 estac. ,"Nayón - Tanda, Quito",USD 680.000
 340 m²  340 m²  5 hab.  5 baños  1 estac. ,"Conocoto, Quito",USD 150.000
 191 m²  191 m²  3 hab.  2 baños  2 estac. ,"Carcelén, Quito",USD 117.000
 1000 m²  1050 m²  4 hab.  7 baños ,"Norte de Quito, Quito",USD 1.500.000
 306 m²  216 m²  3 hab.  3 baños  2 estac. ,"Miravalle, Quito",USD 280.000
 154 m²  149 m²  3 hab.  2 baños  1 estac. ,"Pomasqui, Quito",USD 83.000
 502 m²  502 m²  4 hab.  4 baños  8 estac. ,"Mitad del Mundo, Quito",USD 350.000
 138 m²  125 m²  4 hab.  3 baños  1 estac. ,"Norte de Quito, Quito",USD 90.000
 85 m²  85 m²  3 hab.  2 baños  1 estac. ,"Llano Chico, Quito",USD 83.000
 165 m²  165 m²  3 hab.  4 baños  2 estac. ,"San Carlos, Quito",USD 175.000
 181 m²  181 m²  3 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 155.000
 164 m²  117 m²  4 hab.  3 baños  1 estac. ,"Calderón, Quito",USD 68.000
 850 m²  500 m²  4 hab.  4 baños  2 estac. ,"Miravalle, Quito",USD 640.000
 760 m²  435 m²  4 hab.  2 baños  3 estac. ,"Los Chillos, Quito",USD 250.000
 164 m²  164 m²  3 hab.  2 baños  2 estac. ,"San Rafael, Quito",USD 112.000
 104 m²  104 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 79.990
 143 m²  143 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 110.000
 316 m²  223 m²  3 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 295.000
 130 m²  130 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 90.000
 542 m²  485 m²  7 hab.  3 baños ,"Norte de Quito, Quito",USD 399.000
 250 m²  250 m²  4 hab.  2 baños  2 estac. ,"El Bosque , Quito",USD 220.000
 167 m²  136 m²  3 hab.  3 baños  1 estac. ,"Carcelén, Quito",USD 127.000
 217 m²  217 m²  4 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 170.000
 180 m²  128 m²  3 hab.  3 baños  1 estac. ,"Carapungo, Quito",USD 80.000
 308 m²  182 m²  3 hab.  2 baños  1 estac. ,"Quito Tenis, Quito",USD 185.000
 500 m²  400 m²  6 hab.  5 baños  10 estac. ,"Cumbayá, Quito",USD 325.000
 360 m²  360 m²  4 hab.  4 baños  4 estac. ,"Quito, Pichincha",USD 365.000
 200 m²  150 m²  3 hab.  2 baños ,"Tumbaco, Quito",USD 190.000
 359 m²  193 m²  2 baños  2 estac. ,"Tumbaco, Quito",USD 240.000
 230 m²  175 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 165.000
 89 m²  89 m²  3 hab.  2 baños  1 estac. ,"Norte de Quito, Quito",USD 76.600
 1321 m²  836 m²  3 hab.  8 baños  8 estac. ,"Cumbayá, Quito",USD 1.500.000
 561 m²  302 m²  4 hab.  5 baños  2 estac. ,"Tumbaco, Quito",USD 340.000
 122 m²  122 m²  3 hab.  2 baños  1 estac. ,"El Condado, Quito",USD 95.000
 196 m²  196 m²  4 hab.  3 baños  1 estac. ,"Quito, Pichincha",USD 104.000
 360 m²  360 m²  7 hab.  3 baños  2 estac. ,"Sur de Quito, Quito",USD 115.000
 96 m²  96 m²  3 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 65.000
 155 m²  85 m²  3 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 75.000
 495 m²  495 m²  8 hab.  4 baños  4 estac. ,"Sur de Quito, Quito",USD 245.000
 241 m²  241 m²  5 hab.  3 baños  3 estac. ,"Sur de Quito, Quito",USD 95.000
 269 m²  204 m²  2 baños  2 estac. ,"Tumbaco, Quito",USD 245.000
 159 m²  137 m²  4 hab.  2 baños  1 estac. ,"Centro Norte, Quito",USD 138.000
 263 m²  203 m²  5 hab.  4 baños  2 estac. ,"El Pinar, Quito",USD 175.000
 115 m²  104 m²  3 hab.  2 baños  1 estac. ,"Sur de Quito, Quito",USD 57.000
 250 m²  250 m²  4 hab.  4 baños  3 estac. ,"Norte de Quito, Quito",USD 178.000
 128 m²  128 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 95.000
 120 m²  120 m²  3 hab.  3 baños ,"Norte de Quito, Quito",USD 112.000
 739 m²  303 m²  4 hab.  4 baños  2 estac. ,"Los Chillos, Quito",USD 199.000
 530 m²  330 m²  4 hab.  4 baños  2 estac. ,"Vía Simón Bolivar, Quito",USD 335.000
 250 m²  200 m²  4 hab.  2 baños  2 estac. ,"Sur de Quito, Quito",USD 55.000
 300 m²  300 m²  3 hab.  3 baños ,"Tumbaco, Quito",USD 335.000
 116 m²  116 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 88.500
